human_ensembl,species,species_gene_id,source
ENSG00000116459,Drosophila melanogaster,FBgn0019644,babelgene
ENSG00000167863,Drosophila melanogaster,FBgn0016120,babelgene
ENSG00000154723,Drosophila melanogaster,FBgn0016119,babelgene
ENSG00000241837,Drosophila melanogaster,FBgn0016691,babelgene
ENSG00000071553,Drosophila melanogaster,FBgn0262515,babelgene
ENSG00000205464,Drosophila melanogaster,FBgn0051030,babelgene
ENSG00000205464,Drosophila melanogaster,FBgn0262515,babelgene
ENSG00000182220,Drosophila melanogaster,FBgn0037671,babelgene
ENSG00000033627,Drosophila melanogaster,FBgn0028671,babelgene
ENSG00000185344,Drosophila melanogaster,FBgn0028671,babelgene
ENSG00000185344,Drosophila melanogaster,FBgn0028670,babelgene
ENSG00000185344,Drosophila melanogaster,FBgn0028669,babelgene
ENSG00000185344,Drosophila melanogaster,FBgn0038613,babelgene
ENSG00000185344,Drosophila melanogaster,FBgn0032373,babelgene
ENSG00000105929,Drosophila melanogaster,FBgn0028671,babelgene
ENSG00000105929,Drosophila melanogaster,FBgn0028670,babelgene
ENSG00000117410,Drosophila melanogaster,FBgn0028662,babelgene
ENSG00000185883,Drosophila melanogaster,FBgn0262736,babelgene
ENSG00000159720,Drosophila melanogaster,FBgn0285910,babelgene
ENSG00000147614,Drosophila melanogaster,FBgn0285910,babelgene
ENSG00000147614,Drosophila melanogaster,FBgn0039058,babelgene
ENSG00000113732,Drosophila melanogaster,FBgn0035521,babelgene
ENSG00000113732,Drosophila melanogaster,FBgn0028663,babelgene
ENSG00000171130,Drosophila melanogaster,FBgn0035521,babelgene
ENSG00000114573,Drosophila melanogaster,FBgn0265262,babelgene
ENSG00000116039,Drosophila melanogaster,FBgn0005671,babelgene
ENSG00000147416,Drosophila melanogaster,FBgn0005671,babelgene
ENSG00000155097,Drosophila melanogaster,FBgn0262511,babelgene
ENSG00000143882,Drosophila melanogaster,FBgn0262511,babelgene
ENSG00000100554,Drosophila melanogaster,FBgn0022097,babelgene
ENSG00000131100,Drosophila melanogaster,FBgn0283535,babelgene
ENSG00000250565,Drosophila melanogaster,FBgn0283535,babelgene
ENSG00000128524,Drosophila melanogaster,FBgn0262512,babelgene
ENSG00000136888,Drosophila melanogaster,FBgn0283536,babelgene
ENSG00000213760,Drosophila melanogaster,FBgn0283536,babelgene
ENSG00000151418,Drosophila melanogaster,FBgn0283536,babelgene
ENSG00000047249,Drosophila melanogaster,FBgn0027779,babelgene
ENSG00000165240,Drosophila melanogaster,FBgn0030343,babelgene
ENSG00000123191,Drosophila melanogaster,FBgn0030343,babelgene
ENSG00000124406,Drosophila melanogaster,FBgn0259221,babelgene
ENSG00000132932,Drosophila melanogaster,FBgn0259221,babelgene
ENSG00000081923,Drosophila melanogaster,FBgn0037989,babelgene
ENSG00000143515,Drosophila melanogaster,FBgn0037989,babelgene
ENSG00000104043,Drosophila melanogaster,FBgn0037989,babelgene
ENSG00000054793,Drosophila melanogaster,FBgn0051729,babelgene
ENSG00000166377,Drosophila melanogaster,FBgn0051729,babelgene
ENSG00000123472,Drosophila melanogaster,FBgn0022344,babelgene
ENSG00000171953,Drosophila melanogaster,FBgn0021856,babelgene
ENSG00000150756,Drosophila melanogaster,FBgn0038871,babelgene
ENSG00000175054,Drosophila melanogaster,FBgn0004367,babelgene
ENSG00000164053,Drosophila melanogaster,FBgn0002901,babelgene
ENSG00000088812,Drosophila melanogaster,FBgn0039528,babelgene
ENSG00000107518,Drosophila melanogaster,FBgn0039528,babelgene
ENSG00000085224,Drosophila melanogaster,FBgn0039338,babelgene
ENSG00000124788,Drosophila melanogaster,FBgn0029907,babelgene
ENSG00000130638,Drosophila melanogaster,FBgn0034266,babelgene
ENSG00000168488,Drosophila melanogaster,FBgn0041188,babelgene
ENSG00000087152,Drosophila melanogaster,FBgn0036804,babelgene
ENSG00000148090,Drosophila melanogaster,FBgn0033761,babelgene
ENSG00000087586,Drosophila melanogaster,FBgn0000147,babelgene
ENSG00000178999,Drosophila melanogaster,FBgn0000147,babelgene
ENSG00000105146,Drosophila melanogaster,FBgn0024227,babelgene
ENSG00000169857,Drosophila melanogaster,FBgn0030410,babelgene
ENSG00000135407,Drosophila melanogaster,FBgn0010225,babelgene
ENSG00000105778,Drosophila melanogaster,FBgn0030499,babelgene
ENSG00000147160,Drosophila melanogaster,FBgn0033214,babelgene
ENSG00000103126,Drosophila melanogaster,FBgn0026597,babelgene
ENSG00000168646,Drosophila melanogaster,FBgn0026597,babelgene
ENSG00000155096,Drosophila melanogaster,FBgn0013308,babelgene
ENSG00000142920,Drosophila melanogaster,FBgn0013307,babelgene
ENSG00000142920,Drosophila melanogaster,FBgn0013308,babelgene
ENSG00000169255,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000172318,Drosophila melanogaster,FBgn0050036,babelgene
ENSG00000172318,Drosophila melanogaster,FBgn0031988,babelgene
ENSG00000162630,Drosophila melanogaster,FBgn0050036,babelgene
ENSG00000162630,Drosophila melanogaster,FBgn0050037,babelgene
ENSG00000162630,Drosophila melanogaster,FBgn0053145,babelgene
ENSG00000235863,Drosophila melanogaster,FBgn0031988,babelgene
ENSG00000235863,Drosophila melanogaster,FBgn0031986,babelgene
ENSG00000183778,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000183778,Drosophila melanogaster,FBgn0050036,babelgene
ENSG00000183778,Drosophila melanogaster,FBgn0050037,babelgene
ENSG00000183778,Drosophila melanogaster,FBgn0053145,babelgene
ENSG00000176022,Drosophila melanogaster,FBgn0033315,babelgene
ENSG00000214654,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000109956,Drosophila melanogaster,FBgn0066114,babelgene
ENSG00000112309,Drosophila melanogaster,FBgn0066114,babelgene
ENSG00000149541,Drosophila melanogaster,FBgn0066114,babelgene
ENSG00000187676,Drosophila melanogaster,FBgn0031765,babelgene
ENSG00000170340,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000179913,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000176383,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000176597,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000198488,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000156966,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000177191,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000237172,Drosophila melanogaster,FBgn0000221,babelgene
ENSG00000086062,Drosophila melanogaster,FBgn0027538,babelgene
ENSG00000117411,Drosophila melanogaster,FBgn0027538,babelgene
ENSG00000158850,Drosophila melanogaster,FBgn0027538,babelgene
ENSG00000121578,Drosophila melanogaster,FBgn0027538,babelgene
ENSG00000158470,Drosophila melanogaster,FBgn0027538,babelgene
ENSG00000118276,Drosophila melanogaster,FBgn0027538,babelgene
ENSG00000118276,Drosophila melanogaster,FBgn0039625,babelgene
ENSG00000027847,Drosophila melanogaster,FBgn0039258,babelgene
ENSG00000174684,Drosophila melanogaster,FBgn0041706,babelgene
ENSG00000108641,Drosophila melanogaster,FBgn0038342,babelgene
ENSG00000123810,Drosophila melanogaster,FBgn0261683,babelgene
ENSG00000002330,Drosophila melanogaster,FBgn0039752,babelgene
ENSG00000112208,Drosophila melanogaster,FBgn0036505,babelgene
ENSG00000151929,Drosophila melanogaster,FBgn0086708,babelgene
ENSG00000156735,Drosophila melanogaster,FBgn0086708,babelgene
ENSG00000166170,Drosophila melanogaster,FBgn0086708,babelgene
ENSG00000204463,Drosophila melanogaster,FBgn0035793,babelgene
ENSG00000266074,Drosophila melanogaster,FBgn0051151,babelgene
ENSG00000140320,Drosophila melanogaster,FBgn0052529,babelgene
ENSG00000175866,Drosophila melanogaster,FBgn0052082,babelgene
ENSG00000006453,Drosophila melanogaster,FBgn0052082,babelgene
ENSG00000128298,Drosophila melanogaster,FBgn0052082,babelgene
ENSG00000007516,Drosophila melanogaster,FBgn0035756,babelgene
ENSG00000175334,Drosophila melanogaster,FBgn0031977,babelgene
ENSG00000153064,Drosophila melanogaster,FBgn0020299,babelgene
ENSG00000163930,Drosophila melanogaster,FBgn0262166,babelgene
ENSG00000125492,Drosophila melanogaster,FBgn0004854,babelgene
ENSG00000143032,Drosophila melanogaster,FBgn0011758,babelgene
ENSG00000131668,Drosophila melanogaster,FBgn0011758,babelgene
ENSG00000131668,Drosophila melanogaster,FBgn0004854,babelgene
ENSG00000043039,Drosophila melanogaster,FBgn0011758,babelgene
ENSG00000043039,Drosophila melanogaster,FBgn0004854,babelgene
ENSG00000156127,Drosophila melanogaster,FBgn0028550,babelgene
ENSG00000168062,Drosophila melanogaster,FBgn0028550,babelgene
ENSG00000123685,Drosophila melanogaster,FBgn0028550,babelgene
ENSG00000198604,Drosophila melanogaster,FBgn0027620,babelgene
ENSG00000076108,Drosophila melanogaster,FBgn0033636,babelgene
ENSG00000171159,Drosophila melanogaster,FBgn0026088,babelgene
ENSG00000129151,Drosophila melanogaster,FBgn0030575,babelgene
ENSG00000174483,Drosophila melanogaster,FBgn0035741,babelgene
ENSG00000140463,Drosophila melanogaster,FBgn0033578,babelgene
ENSG00000163093,Drosophila melanogaster,FBgn0037280,babelgene
ENSG00000122507,Drosophila melanogaster,FBgn0034622,babelgene
ENSG00000114439,Drosophila melanogaster,FBgn0024251,babelgene
ENSG00000075790,Drosophila melanogaster,FBgn0035165,babelgene
ENSG00000185825,Drosophila melanogaster,FBgn0035165,babelgene
ENSG00000050820,Drosophila melanogaster,FBgn0035101,babelgene
ENSG00000137936,Drosophila melanogaster,FBgn0031762,babelgene
ENSG00000116752,Drosophila melanogaster,FBgn0039558,babelgene
ENSG00000141376,Drosophila melanogaster,FBgn0266019,babelgene
ENSG00000124243,Drosophila melanogaster,FBgn0036105,babelgene
ENSG00000060982,Drosophila melanogaster,FBgn0030482,babelgene
ENSG00000105552,Drosophila melanogaster,FBgn0030482,babelgene
ENSG00000107949,Drosophila melanogaster,FBgn0038183,babelgene
ENSG00000186666,Drosophila melanogaster,FBgn0035537,babelgene
ENSG00000114200,Drosophila melanogaster,FBgn0000024,babelgene
ENSG00000248098,Drosophila melanogaster,FBgn0037709,babelgene
ENSG00000083123,Drosophila melanogaster,FBgn0039993,babelgene
ENSG00000119866,Drosophila melanogaster,FBgn0029939,babelgene
ENSG00000127152,Drosophila melanogaster,FBgn0029939,babelgene
ENSG00000258643,Drosophila melanogaster,FBgn0005648,babelgene
ENSG00000110987,Drosophila melanogaster,FBgn0026149,babelgene
ENSG00000106635,Drosophila melanogaster,FBgn0026149,babelgene
ENSG00000099385,Drosophila melanogaster,FBgn0026149,babelgene
ENSG00000135697,Drosophila melanogaster,FBgn0002937,babelgene
ENSG00000197580,Drosophila melanogaster,FBgn0002937,babelgene
ENSG00000183337,Drosophila melanogaster,FBgn0036814,babelgene
ENSG00000085185,Drosophila melanogaster,FBgn0036814,babelgene
ENSG00000186716,Drosophila melanogaster,FBgn0025836,babelgene
ENSG00000074582,Drosophila melanogaster,FBgn0032195,babelgene
ENSG00000161267,Drosophila melanogaster,FBgn0033679,babelgene
ENSG00000145734,Drosophila melanogaster,FBgn0032512,babelgene
ENSG00000126581,Drosophila melanogaster,FBgn0264325,babelgene
ENSG00000167995,Drosophila melanogaster,FBgn0036491,babelgene
ENSG00000039987,Drosophila melanogaster,FBgn0040238,babelgene
ENSG00000127325,Drosophila melanogaster,FBgn0036492,babelgene
ENSG00000142959,Drosophila melanogaster,FBgn0036491,babelgene
ENSG00000105829,Drosophila melanogaster,FBgn0260857,babelgene
ENSG00000180535,Drosophila melanogaster,FBgn0023091,babelgene
ENSG00000205899,Drosophila melanogaster,FBgn0053557,babelgene
ENSG00000180828,Drosophila melanogaster,FBgn0032651,babelgene
ENSG00000125533,Drosophila melanogaster,FBgn0032651,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0002609,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0002631,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0002633,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0000591,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0002733,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0002734,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0002735,babelgene
ENSG00000134107,Drosophila melanogaster,FBgn0030899,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0002609,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0002631,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0002633,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0000591,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0002733,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0002734,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0002735,babelgene
ENSG00000123095,Drosophila melanogaster,FBgn0030899,babelgene
ENSG00000132840,Drosophila melanogaster,FBgn0032726,babelgene
ENSG00000122870,Drosophila melanogaster,FBgn0000182,babelgene
ENSG00000151746,Drosophila melanogaster,FBgn0000183,babelgene
ENSG00000185963,Drosophila melanogaster,FBgn0000183,babelgene
ENSG00000135127,Drosophila melanogaster,FBgn0052137,babelgene
ENSG00000162069,Drosophila melanogaster,FBgn0052137,babelgene
ENSG00000112624,Drosophila melanogaster,FBgn0039633,babelgene
ENSG00000136717,Drosophila melanogaster,FBgn0027356,babelgene
ENSG00000110934,Drosophila melanogaster,FBgn0027356,babelgene
ENSG00000110330,Drosophila melanogaster,FBgn0015247,babelgene
ENSG00000023445,Drosophila melanogaster,FBgn0015247,babelgene
ENSG00000089685,Drosophila melanogaster,FBgn0264291,babelgene
ENSG00000115760,Drosophila melanogaster,FBgn0266717,babelgene
ENSG00000101197,Drosophila melanogaster,FBgn0015247,babelgene
ENSG00000166619,Drosophila melanogaster,FBgn0040239,babelgene
ENSG00000136573,Drosophila melanogaster,FBgn0262733,babelgene
ENSG00000197299,Drosophila melanogaster,FBgn0002906,babelgene
ENSG00000108578,Drosophila melanogaster,FBgn0030038,babelgene
ENSG00000135441,Drosophila melanogaster,FBgn0050077,babelgene
ENSG00000196072,Drosophila melanogaster,FBgn0036118,babelgene
ENSG00000186222,Drosophila melanogaster,FBgn0036105,babelgene
ENSG00000188428,Drosophila melanogaster,FBgn0083967,babelgene
ENSG00000104164,Drosophila melanogaster,FBgn0036192,babelgene
ENSG00000138688,Drosophila melanogaster,FBgn0261671,babelgene
ENSG00000007202,Drosophila melanogaster,FBgn0035420,babelgene
ENSG00000065060,Drosophila melanogaster,FBgn0083962,babelgene
ENSG00000111647,Drosophila melanogaster,FBgn0083962,babelgene
ENSG00000090013,Drosophila melanogaster,FBgn0037749,babelgene
ENSG00000117475,Drosophila melanogaster,FBgn0037688,babelgene
ENSG00000133794,Drosophila melanogaster,FBgn0023094,babelgene
ENSG00000029153,Drosophila melanogaster,FBgn0023094,babelgene
ENSG00000168283,Drosophila melanogaster,FBgn0005624,babelgene
ENSG00000168487,Drosophila melanogaster,FBgn0003719,babelgene
ENSG00000125845,Drosophila melanogaster,FBgn0000490,babelgene
ENSG00000125378,Drosophila melanogaster,FBgn0000490,babelgene
ENSG00000112175,Drosophila melanogaster,FBgn0024234,babelgene
ENSG00000112175,Drosophila melanogaster,FBgn0005590,babelgene
ENSG00000153162,Drosophila melanogaster,FBgn0024234,babelgene
ENSG00000153162,Drosophila melanogaster,FBgn0005590,babelgene
ENSG00000101144,Drosophila melanogaster,FBgn0024234,babelgene
ENSG00000183682,Drosophila melanogaster,FBgn0024234,babelgene
ENSG00000183682,Drosophila melanogaster,FBgn0005590,babelgene
ENSG00000116985,Drosophila melanogaster,FBgn0024234,babelgene
ENSG00000164619,Drosophila melanogaster,FBgn0000395,babelgene
ENSG00000107779,Drosophila melanogaster,FBgn0003716,babelgene
ENSG00000138696,Drosophila melanogaster,FBgn0003716,babelgene
ENSG00000204217,Drosophila melanogaster,FBgn0024179,babelgene
ENSG00000165733,Drosophila melanogaster,FBgn0036686,babelgene
ENSG00000164603,Drosophila melanogaster,FBgn0035035,babelgene
ENSG00000102010,Drosophila melanogaster,FBgn0003502,babelgene
ENSG00000169594,Drosophila melanogaster,FBgn0000459,babelgene
ENSG00000169594,Drosophila melanogaster,FBgn0285879,babelgene
ENSG00000173068,Drosophila melanogaster,FBgn0285879,babelgene
ENSG00000113734,Drosophila melanogaster,FBgn0037383,babelgene
ENSG00000140299,Drosophila melanogaster,FBgn0035488,babelgene
ENSG00000176171,Drosophila melanogaster,FBgn0037007,babelgene
ENSG00000104765,Drosophila melanogaster,FBgn0037007,babelgene
ENSG00000163141,Drosophila melanogaster,FBgn0035488,babelgene
ENSG00000144857,Drosophila melanogaster,FBgn0031872,babelgene
ENSG00000038219,Drosophila melanogaster,FBgn0039560,babelgene
ENSG00000176720,Drosophila melanogaster,FBgn0040491,babelgene
ENSG00000178096,Drosophila melanogaster,FBgn0051126,babelgene
ENSG00000183336,Drosophila melanogaster,FBgn0061360,babelgene
ENSG00000169627,Drosophila melanogaster,FBgn0061360,babelgene
ENSG00000152430,Drosophila melanogaster,FBgn0011206,babelgene
ENSG00000261236,Drosophila melanogaster,FBgn0028744,babelgene
ENSG00000136122,Drosophila melanogaster,FBgn0259791,babelgene
ENSG00000165714,Drosophila melanogaster,FBgn0030346,babelgene
ENSG00000196544,Drosophila melanogaster,FBgn0035140,babelgene
ENSG00000166275,Drosophila melanogaster,FBgn0034519,babelgene
ENSG00000254901,Drosophila melanogaster,FBgn0052590,babelgene
ENSG00000172331,Drosophila melanogaster,FBgn0038957,babelgene
ENSG00000137274,Drosophila melanogaster,FBgn0038974,babelgene
ENSG00000162813,Drosophila melanogaster,FBgn0039698,babelgene
ENSG00000104331,Drosophila melanogaster,FBgn0030465,babelgene
ENSG00000171634,Drosophila melanogaster,FBgn0000541,babelgene
ENSG00000157764,Drosophila melanogaster,FBgn0003079,babelgene
ENSG00000089234,Drosophila melanogaster,FBgn0038686,babelgene
ENSG00000106009,Drosophila melanogaster,FBgn0038854,babelgene
ENSG00000100425,Drosophila melanogaster,FBgn0033155,babelgene
ENSG00000204256,Drosophila melanogaster,FBgn0039124,babelgene
ENSG00000169925,Drosophila melanogaster,FBgn0039124,babelgene
ENSG00000141867,Drosophila melanogaster,FBgn0004656,babelgene
ENSG00000166164,Drosophila melanogaster,FBgn0031947,babelgene
ENSG00000112983,Drosophila melanogaster,FBgn0039654,babelgene
ENSG00000028310,Drosophila melanogaster,FBgn0031947,babelgene
ENSG00000137948,Drosophila melanogaster,FBgn0004656,babelgene
ENSG00000185024,Drosophila melanogaster,FBgn0038499,babelgene
ENSG00000164713,Drosophila melanogaster,FBgn0035444,babelgene
ENSG00000113460,Drosophila melanogaster,FBgn0035524,babelgene
ENSG00000254999,Drosophila melanogaster,FBgn0061198,babelgene
ENSG00000174744,Drosophila melanogaster,FBgn0030434,babelgene
ENSG00000100916,Drosophila melanogaster,FBgn0030434,babelgene
ENSG00000156983,Drosophila melanogaster,FBgn0033155,babelgene
ENSG00000096070,Drosophila melanogaster,FBgn0033155,babelgene
ENSG00000102239,Drosophila melanogaster,FBgn0033058,babelgene
ENSG00000160469,Drosophila melanogaster,FBgn0036544,babelgene
ENSG00000174672,Drosophila melanogaster,FBgn0036544,babelgene
ENSG00000185658,Drosophila melanogaster,FBgn0011785,babelgene
ENSG00000165288,Drosophila melanogaster,FBgn0011785,babelgene
ENSG00000168000,Drosophila melanogaster,FBgn0040336,babelgene
ENSG00000172270,Drosophila melanogaster,FBgn0261822,babelgene
ENSG00000095564,Drosophila melanogaster,FBgn0022787,babelgene
ENSG00000064726,Drosophila melanogaster,FBgn0031098,babelgene
ENSG00000148925,Drosophila melanogaster,FBgn0035107,babelgene
ENSG00000138152,Drosophila melanogaster,FBgn0005695,babelgene
ENSG00000204347,Drosophila melanogaster,FBgn0030330,babelgene
ENSG00000222009,Drosophila melanogaster,FBgn0031961,babelgene
ENSG00000133243,Drosophila melanogaster,FBgn0031098,babelgene
ENSG00000132640,Drosophila melanogaster,FBgn0262871,babelgene
ENSG00000184887,Drosophila melanogaster,FBgn0262871,babelgene
ENSG00000011114,Drosophila melanogaster,FBgn0030701,babelgene
ENSG00000183826,Drosophila melanogaster,FBgn0030228,babelgene
ENSG00000169814,Drosophila melanogaster,FBgn0052751,babelgene
ENSG00000169814,Drosophila melanogaster,FBgn0040069,babelgene
ENSG00000145741,Drosophila melanogaster,FBgn0000181,babelgene
ENSG00000145741,Drosophila melanogaster,FBgn0031264,babelgene
ENSG00000134717,Drosophila melanogaster,FBgn0000181,babelgene
ENSG00000010671,Drosophila melanogaster,FBgn0003502,babelgene
ENSG00000166167,Drosophila melanogaster,FBgn0283468,babelgene
ENSG00000169679,Drosophila melanogaster,FBgn0263855,babelgene
ENSG00000156970,Drosophila melanogaster,FBgn0263855,babelgene
ENSG00000154473,Drosophila melanogaster,FBgn0025457,babelgene
ENSG00000137656,Drosophila melanogaster,FBgn0039210,babelgene
ENSG00000071462,Drosophila melanogaster,FBgn0037543,babelgene
ENSG00000106245,Drosophila melanogaster,FBgn0001491,babelgene
ENSG00000112276,Drosophila melanogaster,FBgn0031150,babelgene
ENSG00000112578,Drosophila melanogaster,FBgn0010292,babelgene
ENSG00000082153,Drosophila melanogaster,FBgn0250753,babelgene
ENSG00000136261,Drosophila melanogaster,FBgn0250753,babelgene
ENSG00000182919,Drosophila melanogaster,FBgn0063667,babelgene
ENSG00000047621,Drosophila melanogaster,FBgn0039589,babelgene
ENSG00000111678,Drosophila melanogaster,FBgn0031403,babelgene
ENSG00000204954,Drosophila melanogaster,FBgn0259204,babelgene
ENSG00000179933,Drosophila melanogaster,FBgn0037739,babelgene
ENSG00000169609,Drosophila melanogaster,FBgn0035415,babelgene
ENSG00000189227,Drosophila melanogaster,FBgn0083984,babelgene
ENSG00000153446,Drosophila melanogaster,FBgn0034069,babelgene
ENSG00000258315,Drosophila melanogaster,FBgn0052831,babelgene
ENSG00000131943,Drosophila melanogaster,FBgn0023530,babelgene
ENSG00000160392,Drosophila melanogaster,FBgn0032488,babelgene
ENSG00000188493,Drosophila melanogaster,FBgn0053108,babelgene
ENSG00000197223,Drosophila melanogaster,FBgn0030711,babelgene
ENSG00000106392,Drosophila melanogaster,FBgn0032078,babelgene
ENSG00000171155,Drosophila melanogaster,FBgn0031469,babelgene
ENSG00000171155,Drosophila melanogaster,FBgn0031472,babelgene
ENSG00000171155,Drosophila melanogaster,FBgn0054057,babelgene
ENSG00000171155,Drosophila melanogaster,FBgn0030984,babelgene
ENSG00000223658,Drosophila melanogaster,FBgn0031469,babelgene
ENSG00000223658,Drosophila melanogaster,FBgn0031472,babelgene
ENSG00000223658,Drosophila melanogaster,FBgn0054057,babelgene
ENSG00000223658,Drosophila melanogaster,FBgn0030984,babelgene
ENSG00000143633,Drosophila melanogaster,FBgn0030291,babelgene
ENSG00000116667,Drosophila melanogaster,FBgn0035719,babelgene
ENSG00000143612,Drosophila melanogaster,FBgn0034172,babelgene
ENSG00000164008,Drosophila melanogaster,FBgn0051800,babelgene
ENSG00000108561,Drosophila melanogaster,FBgn0034259,babelgene
ENSG00000101220,Drosophila melanogaster,FBgn0035896,babelgene
ENSG00000128346,Drosophila melanogaster,FBgn0035952,babelgene
ENSG00000242259,Drosophila melanogaster,FBgn0033085,babelgene
ENSG00000157617,Drosophila melanogaster,FBgn0034420,babelgene
ENSG00000172375,Drosophila melanogaster,FBgn0034420,babelgene
ENSG00000168014,Drosophila melanogaster,FBgn0052425,babelgene
ENSG00000111731,Drosophila melanogaster,FBgn0039187,babelgene
ENSG00000115998,Drosophila melanogaster,FBgn0039663,babelgene
ENSG00000178074,Drosophila melanogaster,FBgn0051122,babelgene
ENSG00000125730,Drosophila melanogaster,FBgn0041183,babelgene
ENSG00000125730,Drosophila melanogaster,FBgn0041182,babelgene
ENSG00000125730,Drosophila melanogaster,FBgn0041181,babelgene
ENSG00000125730,Drosophila melanogaster,FBgn0041180,babelgene
ENSG00000174928,Drosophila melanogaster,FBgn0050159,babelgene
ENSG00000179021,Drosophila melanogaster,FBgn0035109,babelgene
ENSG00000163632,Drosophila melanogaster,FBgn0031620,babelgene
ENSG00000244731,Drosophila melanogaster,FBgn0041183,babelgene
ENSG00000244731,Drosophila melanogaster,FBgn0041182,babelgene
ENSG00000244731,Drosophila melanogaster,FBgn0041181,babelgene
ENSG00000244731,Drosophila melanogaster,FBgn0041180,babelgene
ENSG00000224389,Drosophila melanogaster,FBgn0041183,babelgene
ENSG00000224389,Drosophila melanogaster,FBgn0041182,babelgene
ENSG00000224389,Drosophila melanogaster,FBgn0041181,babelgene
ENSG00000224389,Drosophila melanogaster,FBgn0041180,babelgene
ENSG00000106804,Drosophila melanogaster,FBgn0041183,babelgene
ENSG00000106804,Drosophila melanogaster,FBgn0041182,babelgene
ENSG00000106804,Drosophila melanogaster,FBgn0041181,babelgene
ENSG00000106804,Drosophila melanogaster,FBgn0041180,babelgene
ENSG00000082213,Drosophila melanogaster,FBgn0036846,babelgene
ENSG00000204564,Drosophila melanogaster,FBgn0034940,babelgene
ENSG00000136197,Drosophila melanogaster,FBgn0260755,babelgene
ENSG00000146540,Drosophila melanogaster,FBgn0035337,babelgene
ENSG00000182307,Drosophila melanogaster,FBgn0038673,babelgene
ENSG00000213563,Drosophila melanogaster,FBgn0050010,babelgene
ENSG00000165118,Drosophila melanogaster,FBgn0034614,babelgene
ENSG00000136819,Drosophila melanogaster,FBgn0035254,babelgene
ENSG00000155621,Drosophila melanogaster,FBgn0030834,babelgene
ENSG00000133742,Drosophila melanogaster,FBgn0052698,babelgene
ENSG00000154975,Drosophila melanogaster,FBgn0052698,babelgene
ENSG00000063180,Drosophila melanogaster,FBgn0052698,babelgene
ENSG00000074410,Drosophila melanogaster,FBgn0040628,babelgene
ENSG00000074410,Drosophila melanogaster,FBgn0039235,babelgene
ENSG00000074410,Drosophila melanogaster,FBgn0039838,babelgene
ENSG00000074410,Drosophila melanogaster,FBgn0038956,babelgene
ENSG00000074410,Drosophila melanogaster,FBgn0039486,babelgene
ENSG00000185015,Drosophila melanogaster,FBgn0027844,babelgene
ENSG00000185015,Drosophila melanogaster,FBgn0037788,babelgene
ENSG00000118298,Drosophila melanogaster,FBgn0039235,babelgene
ENSG00000104267,Drosophila melanogaster,FBgn0027844,babelgene
ENSG00000164879,Drosophila melanogaster,FBgn0037788,babelgene
ENSG00000167434,Drosophila melanogaster,FBgn0039235,babelgene
ENSG00000174990,Drosophila melanogaster,FBgn0027844,babelgene
ENSG00000174990,Drosophila melanogaster,FBgn0037788,babelgene
ENSG00000169239,Drosophila melanogaster,FBgn0027844,babelgene
ENSG00000169239,Drosophila melanogaster,FBgn0037788,babelgene
ENSG00000168748,Drosophila melanogaster,FBgn0027844,babelgene
ENSG00000168748,Drosophila melanogaster,FBgn0033542,babelgene
ENSG00000168748,Drosophila melanogaster,FBgn0034554,babelgene
ENSG00000168748,Drosophila melanogaster,FBgn0034560,babelgene
ENSG00000168748,Drosophila melanogaster,FBgn0040629,babelgene
ENSG00000178538,Drosophila melanogaster,FBgn0033542,babelgene
ENSG00000178538,Drosophila melanogaster,FBgn0034554,babelgene
ENSG00000178538,Drosophila melanogaster,FBgn0034560,babelgene
ENSG00000178538,Drosophila melanogaster,FBgn0040629,babelgene
ENSG00000178538,Drosophila melanogaster,FBgn0037788,babelgene
ENSG00000107159,Drosophila melanogaster,FBgn0040628,babelgene
ENSG00000107159,Drosophila melanogaster,FBgn0039235,babelgene
ENSG00000107159,Drosophila melanogaster,FBgn0039838,babelgene
ENSG00000107159,Drosophila melanogaster,FBgn0038956,babelgene
ENSG00000107159,Drosophila melanogaster,FBgn0039486,babelgene
ENSG00000120159,Drosophila melanogaster,FBgn0052176,babelgene
