gene_id,symbol,og_id,human_ortholog
AT5G21140,emb1379|NSE1,357146at2759,
AT5G21150,AGO9,3402248at2759,
AT5G21274,ACAM-6|CAM6,274517at2759,
AT5G21280,ATR7,96100at2759,
AT5G21326,CIPK26,4925430at2759,
AT5G21900,RAD7c,342766at2759,
AT5G21940,,410768at2759,
AT5G21950,,280567at2759,
AT5G21960,ERF016,156644at2759,
AT5G21970,,628117at2759,
AT5G21990,AtTPR7|OEP61|TPR7,645104at2759,
AT5G22000,RHF2A,230395at2759,
AT5G22020,,5017809at2759,
AT5G22050,,147018at2759,
AT5G22060,ATJ2|J2,4898590at2759,
AT5G22080,,751129at2759,
AT5G22090,EAR1,686373at2759,
AT5G22100,,707202at2759,ENSG00000120158.12|ENSG00000120158.12|ENSG00000120158.12
AT5G22210,,378763at2759,
AT5G22220,ATE2FB|E2F1|E2FB,539908at2759,
AT5G22250,AtCAF1b|CAF1b,607014at2759,
AT5G22280,,544231at2759,
AT5G22320,,807474at2759,
AT5G22330,AtRuvBL1|ATTIP49A|RIN1|RuvBL1|RVB1,5000319at2759,ENSG00000183207.14|ENSG00000175792.12;ENSG00000284901.2|ENSG00000175792.12;ENSG00000284901.2|ENSG00000183207.14
AT5G22350,ELM1,723264at2759,
AT5G22360,ATVAMP714|VAMP714,741905at2759,
AT5G22380,anac090|NAC090,628837at2759,
AT5G22440,uL1x,5013275at2759,
AT5G22510,A/N-InvE|At-A/N-InvE|INV-E,613892at2759,
AT5G22580,,597491at2759,
AT5G22630,ADT5,4760669at2759,
AT5G22640,emb1211|TIC100,404967at2759,
AT5G22790,RER1,4842898at2759,
AT5G22800,EMB1030|EMB263|EMB86,5015497at2759,ENSG00000124608.5|ENSG00000090861.17|ENSG00000124608.5|ENSG00000090861.17
AT5G22830,ATMGT10|GMN10|MGT10|MRS2-11,191745at2759,ENSG00000250565.7|ENSG00000131100.13|ENSG00000124532.15|ENSG00000250565.7|ENSG00000124532.15|ENSG00000131100.13
AT5G22875,,588801at2759,
AT5G22930,,326137at2759,
AT5G22950,VPS24.1,5016966at2759,ENSG00000115561.16
AT5G23040,CDF1|CPP1,665492at2759,
AT5G23060,CaS,804870at2759,
AT5G23070,AtTK1b|TK1b|TK2,456140at2759,ENSG00000167900.12|ENSG00000167900.12
AT5G23090,NF-YB13,4767179at2759,ENSG00000117505.13|ENSG00000117505.13
AT5G23130,,638883at2759,
AT5G23140,CLPP2|NCLPP7,530595at2759,ENSG00000125656.11|ENSG00000125656.11
AT5G23220,NIC3,753957at2759,
AT5G23250,,244805at2759,ENSG00000163541.12|ENSG00000163541.12|ENSG00000163541.12
AT5G23290,PFD5,4970387at2759,ENSG00000123349.15|ENSG00000123349.15
AT5G23310,FSD3|SOD3,4968995at2759,ENSG00000291237.1
AT5G23320,ATICMTA|ATPCM|ATSTE14|ATSTE14A|ICMTA|STE14|STE14A,802873at2759,ENSG00000105835;ENSG00000105835.13|ENSG00000116237.16|ENSG00000116237.16|ENSG00000105835.13
AT5G23340,,695414at2759,
AT5G23395,MIA40,676024at2759,
AT5G23450,ATLCBK1|LCBK1,621524at2759,
AT5G23460,,348099at2759,
AT5G23540,,709776at2759,
AT5G23550,,4819509at2759,ENSG00000213064.10|ENSG00000198818.10|ENSG00000213064.10|ENSG00000198818.10
AT5G23575,,4751319at2759,ENSG00000049656.14;ENSG00000274811.3|ENSG00000104853.16|ENSG00000049656.14;ENSG00000274811.3|ENSG00000104853.16
AT5G23610,,47070at2759,
AT5G23680,,676979at2759,
AT5G23690,,765624at2759,
AT5G23710,,5001605at2759,ENSG00000132664.13|ENSG00000132664.13|ENSG00000132664.13
AT5G23740,RPS11-BETA|uS17x,4981273at2759,ENSG00000142534.7|ENSG00000142534.7
AT5G23780,ATDUF9|DUF9,335530at2759,
AT5G23830,,280413at2759,
AT5G23840,,280413at2759,
AT5G23860,TUB8,782766at2759,
AT5G23920,,271305at2759,
AT5G24000,,5005398at2759,
AT5G24060,,251346at2759,
AT5G24070,,640662at2759,
AT5G24110,ATWRKY30|WRKY30,649545at2759,
AT5G24165,,223309at2759,
AT5G24170,,4819509at2759,ENSG00000213064.10|ENSG00000198818.10|ENSG00000213064.10|ENSG00000198818.10
AT5G24270,ATSOS3|CBL4|SOS3,4925035at2759,ENSG00000187446.12|ENSG00000166869.3|ENSG00000187446.12|ENSG00000166869.3
AT5G24313,,295974at2759,
AT5G24314,PAP12|PDE225|PTAC7|TAC7,685492at2759,
AT5G24316,,326622at2759,
AT5G24340,,250699at2759,ENSG00000081177.19|ENSG00000187609.16|ENSG00000081177.19
AT5G24370,,278653at2759,
AT5G24410,PGL4,4839337at2759,
AT5G24460,,746863at2759,
AT5G24490,,5004260at2759,
AT5G24510,P1x,4942805at2759,ENSG00000137818.12|ENSG00000137818.12
AT5G24520,ATTTG1|TTG|TTG1|URM23,5013778at2759,ENSG00000164091.12|ENSG00000168438.15|ENSG00000136485.16|ENSG00000175575.13|ENSG00000164091.12|ENSG00000168438.15|ENSG00000175575.13|ENSG00000136485.16
AT5G24530,AtDMR6|DMR6,713177at2759,
AT5G24540,BGLU31,261903at2759,
AT5G24550,BGLU32,261903at2759,
AT5G24600,,2682857at2759,
AT5G24610,,740829at2759,
AT5G24640,HRG2,256217at2759,
AT5G24655,LSU4,669312at2759,
AT5G24660,LSU2,669312at2759,
AT5G24820,,314846at2759,
AT5G24850,CRY3,5001655at2759,
AT5G24860,ATFPF1|FPF1,127701at2759,
AT5G24970,,705872at2759,
AT5G24980,,698312at2759,
AT5G25060,RRC1,703548at2759,
AT5G25080,,794473at2759,
AT5G25090,AtENODL13|ENODL13,339667at2759,
AT5G25100,TMN9,4534085at2759,ENSG00000077147.16|ENSG00000125304.10|ENSG00000101337.16|ENSG00000125304.10|ENSG00000101337.16
AT5G25120,CYP71B11,299155at2759,
AT5G25150,TAF5,3486315at2759,ENSG00000135801.11|ENSG00000148835.12|ENSG00000135801.11|ENSG00000148835.12
AT5G25160,ZFP3,221831at2759,
AT5G25170,,588644at2759,
AT5G25265,HPAT1,803501at2759,
AT5G25280,,232030at2759,
AT5G25360,,484376at2759,
AT5G25450,,4964211at2759,ENSG00000156467.10|ENSG00000156467.10
AT5G25490,,793804at2759,
AT5G25540,CID6,429762at2759,
AT5G25630,,803045at2759,
AT5G25640,,329355at2759,
AT5G25810,ERF040|TNY,658833at2759,
AT5G25840,,606999at2759,
AT5G25890,IAA28|IAR2,150551at2759,
AT5G25940,,509063at2759,
AT5G26070,,347137at2759,
AT5G26080,,364682at2759,
AT5G26160,PMIR2,662390at2759,
AT5G26170,ATWRKY50|WRKY50,754513at2759,
AT5G26210,AL4,706191at2759,
AT5G26220,AtGGCT2;1|GGCT2;1,4954242at2759,ENSG00000128965.13|ENSG00000143942.5|ENSG00000143942.5
AT5G26340,ATSTP13|MSS1|STP13,699663at2759,
AT5G26360,CCT3,520107at2759,ENSG00000163468.15|ENSG00000115484.15|ENSG00000150753.12|ENSG00000163468.15|ENSG00000115484.15|ENSG00000150753.12
AT5G26600,,4823611at2759,
AT5G26667,PYR6,5017379at2759,ENSG00000162368.15|ENSG00000106992.19|ENSG00000162368.15|ENSG00000106992.19
AT5G26680,FEN1|SAV6,558200at2759,ENSG00000168496.4|ENSG00000168496.4
AT5G26690,AtHMP48|HIPP02,665049at2759,
AT5G26731,,341570at2759,
AT5G26740,,4999598at2759,ENSG00000164855.16|ENSG00000198792.13|ENSG00000164855.16
AT5G26742,AtRH3|emb1138|RH3,414550at2759,
AT5G26751,ASKalpha|ATSK11|SK,5002737at2759,
AT5G26790,,312179at2759,
AT5G27030,TPR3,591359at2759,
AT5G27150,AT-NHX1|ATNHX|ATNHX1|NHX1,789172at2759,
AT5G27210,Cand8,4673113at2759,ENSG00000163870.16
AT5G27290,,5005514at2759,
AT5G27320,ATGID1C|GID1C,664997at2759,
AT5G27450,MK|MVK,5002861at2759,ENSG00000110921.14|ENSG00000110921.14
AT5G27470,,319730at2759,ENSG00000031698.13|ENSG00000031698.13
AT5G27520,AtPNC2|PNC2,1394196at2759,
AT5G27550,,620653at2759,ENSG00000140859.16|ENSG00000140859.16
AT5G27640,ATEIF3B-1|ATTIF3B1|EIF3B|EIF3B-1|TIF3B1,4969146at2759,ENSG00000106263.19|ENSG00000106263.19
AT5G27660,AtPARK13|DEG14|PARK13,755387at2759,ENSG00000170801.10|ENSG00000115317.12;ENSG00000115317.13|ENSG00000169495.5|ENSG00000166033.13|ENSG00000115317.13|ENSG00000170801.10|ENSG00000169495.5|ENSG00000166033.13
AT5G27670,h2a.w.7|HTA7,680124at2759,
AT5G27700,eS21y|EVR1L1|RPS21C,4992412at2759,ENSG00000171858.18|ENSG00000171858.18
AT5G27710,,2649789at2759,
AT5G27720,emb1644|LSM4,5016808at2759,ENSG00000130520.11|ENSG00000130520.11
AT5G27730,,796803at2759,
AT5G27760,AtHIGD2,788938at2759,
AT5G27770,eL22y,682132at2759,ENSG00000163584.18|ENSG00000116251.11|ENSG00000116251.11|ENSG00000163584.18
AT5G27820,uL18m,230610at2759,
AT5G27840,AUN2|TOPP8,135702at2759,
AT5G27860,,694221at2759,
AT5G27980,,48867at2759,
AT5G27990,,5017638at2759,ENSG00000158526.8|ENSG00000158526.8
AT5G28000,,516259at2759,
AT5G28050,GSDA,589567at2759,
AT5G28150,,469803at2759,
AT5G28490,LSH1|OBO2,326892at2759,
AT5G28530,FRS10,601205at2759,
AT5G28540,BIP1,5013265at2759,
AT5G28840,GME,4858697at2759,
AT5G30490,,805179at2759,ENSG00000153774.9|ENSG00000153774.9
AT5G30495,,5002708at2759,ENSG00000067334.14|ENSG00000067334.14
AT5G30510,ARRPS1|bS1c|PRPS1|RPS1,553698at2759,
AT5G32450,BPL4,5016646at2759,
AT5G32470,PALE1|TH-2|TH2,171349at2759,
AT5G33300,,345556at2759,
AT5G33355,,289421at2759,
AT5G35110,,398513at2759,
AT5G35160,TMN11,4534085at2759,ENSG00000077147.16|ENSG00000125304.10|ENSG00000101337.16|ENSG00000125304.10|ENSG00000101337.16
AT5G35180,,169585at2759,
AT5G35190,EXT13,347795at2759,
AT5G35210,DDP1|PTM,640245at2759,
AT5G35220,AMOS1|EGY1|EVR3,662372at2759,
AT5G35320,,102233at2759,
AT5G35410,ATSOS2|CIPK24|SNRK3.11|SOS2,4925430at2759,
AT5G35460,,754412at2759,
AT5G35520,ATMIS12|MIS12,654194at2759,
AT5G35525,,748493at2759,
AT5G35530,uS3x,4999880at2759,ENSG00000149273.15|ENSG00000149273.15
AT5G35560,,530246at2759,
AT5G35580,PBL13,661889at2759,
AT5G35590,PAA1,5012732at2759,ENSG00000100902.11|ENSG00000100902.11
AT5G35620,EIF(ISO)4E|EIF4E2|eIFiso4E|LSP|LSP1,2734579at2759,
AT5G35630,ATGSL1|GLN2|GS2,534671at2759,ENSG00000135821.19|ENSG00000135821.19
AT5G35680,,5001691at2759,ENSG00000173674.11|ENSG00000173674.11|ENSG00000198692.10
AT5G35700,FIM2|FIM5,4806332at2759,ENSG00000120756.13|ENSG00000136167.15|ENSG00000102024.19|ENSG00000120756.13|ENSG00000136167.15|ENSG00000102024.19
AT5G35740,,336970at2759,
AT5G36100,SLDP2,172702at2759,
AT5G36160,AtTAT2|TAT2,4858584at2759,
AT5G36230,,3240823at2759,ENSG00000100664.11|ENSG00000136261.16|ENSG00000082153.18|ENSG00000082153.18|ENSG00000136261.16|ENSG00000100664.11
AT5G36250,PP2C74,2225058at2759,
AT5G36880,ACS,4891463at2759,ENSG00000154930.15|ENSG00000111058.8|ENSG00000131069.20|ENSG00000111058.8|ENSG00000131069.20|ENSG00000154930.15
AT5G36920,ARACIN2|STMP9,298077at2759,
AT5G36950,DEG10|DegP10,5023858at2759,
AT5G37000,,534428at2759,
AT5G37070,,589925at2759,
AT5G37290,,4811156at2759,ENSG00000125449.7|ENSG00000125449.7
AT5G37370,ATSRL1,4316099at2759,ENSG00000134186.12|ENSG00000198258.11|ENSG00000134186.12|ENSG00000198258.11
AT5G37475,,691501at2759,
AT5G37540,,620743at2759,
AT5G37600,ATGLN1;1|ATGSR1|GLN1;1|GSR,534671at2759,ENSG00000135821.19|ENSG00000135821.19
AT5G37670,HSP15.7,659061at2759,
AT5G37680,ARL8c|ARLA1A|ATARLA1A,4980760at2759,ENSG00000143862.8|ENSG00000134108.14|ENSG00000143862.8|ENSG00000134108.14
AT5G37740,,52736at2759,
AT5G37770,AtCML24|CML24|TCH2,4899170at2759,
AT5G37790,,4818605at2759,
AT5G37800,ATRSL1|RSL1,667804at2759,
AT5G37820,NIP4;2|NLM5,534225at2759,
AT5G37850,ATSOS4|SNO1|SOS4,5003727at2759,ENSG00000160209.19|ENSG00000160209.19
AT5G37980,,260055at2759,
AT5G38040,,686502at2759,
AT5G38110,ASF1B|SGA01|SGA1,5012476at2759,ENSG00000111875.8|ENSG00000105011.9;ENSG00000288210.1|ENSG00000105011.9;ENSG00000288210.1
AT5G38200,,4892045at2759,
AT5G38220,,718547at2759,ENSG00000107362.14|ENSG00000136379.12|ENSG00000129968.17|ENSG00000107362.14|ENSG00000136379.12|ENSG00000129968.17
AT5G38410,RBCS3B,4999447at2759,
AT5G38430,RBCS1B,4999447at2759,
AT5G38470,RAD23D,5015996at2759,
AT5G38510,,639221at2759,
AT5G38520,CLD1,5004858at2759,
AT5G38630,ACYB-1|CYB-1,645053at2759,
AT5G38640,,5015623at2759,ENSG00000115211.17|ENSG00000115211.17
AT5G38700,,238507at2759,
AT5G38770,AtGDU7|GDU7,686787at2759,
AT5G38830,,5018139at2759,ENSG00000110619.18;ENSG00000278191.4|ENSG00000134905.17|ENSG00000110619.18;ENSG00000278191.4|ENSG00000134905.17
AT5G38990,MDS1,4359603at2759,ENSG00000169398.20|ENSG00000169398.20
AT5G39320,UDG4,809704at2759,ENSG00000109814.12
AT5G39330,,337697at2759,
AT5G39340,AHP3|ATHP2,589535at2759,
AT5G39350,,634630at2759,
AT5G39360,EDL2,582687at2759,
AT5G39450,,544489at2759,
AT5G39600,mL53,266293at2759,
AT5G39610,ANAC092|ATNAC2|ATNAC6|NAC2|NAC6|ORE1,662695at2759,
AT5G39740,OLI7|RPL5B|uL18y,5023426at2759,ENSG00000122406.14|ENSG00000122406.14
AT5G39760,AtHB23|HB23|ZHD10,688498at2759,
AT5G39790,PTST,636370at2759,
AT5G39800,mL41z,782626at2759,ENSG00000182154.8|ENSG00000182154.8
AT5G39830,DEG8|DEGP8,755387at2759,ENSG00000170801.10|ENSG00000115317.12;ENSG00000115317.13|ENSG00000169495.5|ENSG00000166033.13|ENSG00000115317.13|ENSG00000170801.10|ENSG00000169495.5|ENSG00000166033.13
AT5G39860,BHLH136|BNQ1|PRE1,680131at2759,
AT5G39890,HUP43|PCO2,4598369at2759,ENSG00000181915.5|ENSG00000181915.5
AT5G39900,,4973646at2759,ENSG00000151806.14|ENSG00000151806.14
AT5G40040,P2v|RPP2E,231486at2759,
AT5G40150,,640662at2759,
AT5G40153,,673679at2759,
AT5G40155,,322278at2759,
AT5G40160,EMB139|EMB506|STT1,516406at2759,ENSG00000148677.7|ENSG00000129355.7|ENSG00000148677.7|ENSG00000129355.7
AT5G40200,DEG9|DegP9,5023858at2759,
AT5G40330,ATMYB23|ATMYBRTF|MYB23,447116at2759,
AT5G40370,AtGRXC2|GRX370|GRXC2,5003527at2759,
AT5G40400,,465386at2759,
AT5G40410,,502171at2759,
AT5G40530,,785367at2759,ENSG00000132275.11|ENSG00000132275.11
AT5G40540,,594030at2759,
AT5G40550,AtSGF29b|SGF29b,5003115at2759,
AT5G40570,,175176at2759,
AT5G40580,PBB2,4999315at2759,ENSG00000205220.12|ENSG00000136930.13|ENSG00000136930.13|ENSG00000205220.12
AT5G40590,,509157at2759,
AT5G40620,,341094at2759,
AT5G40650,SDH2-2,4968956at2759,ENSG00000117118.10|ENSG00000117118.10
AT5G40660,P12,5016090at2759,
AT5G40670,,5003935at2759,ENSG00000040531.16
AT5G40710,,603426at2759,
AT5G40740,AUG6|GEM3,483357at2759,
AT5G40770,ATPHB3|EER3|PHB3,354447at2759,
AT5G40780,AtLHT1|LHT1,495563at2759,
AT5G40810,,561687at2759,ENSG00000179091.5
AT5G40870,ATUK/UPRT1|UCK1|UK/UPRT1|UKL1,684951at2759,ENSG00000094841.14|ENSG00000094841.14
AT5G40890,ATCLC-A|ATCLCA|CLC-A|CLCA,804748at2759,
AT5G40960,,509865at2759,
AT5G40970,,337305at2759,
AT5G40980,,651384at2759,
AT5G40981,,348294at2759,
AT5G41010,NRPB12|NRPD12|NRPE12,2662303at2759,ENSG00000147669.11|ENSG00000147669.11
AT5G41040,ASFT|HHT|RWP1,705727at2759,
AT5G41050,,95619at2759,
AT5G41060,,4935827at2759,
AT5G41070,DRB5,721449at2759,
AT5G41080,AtGDPD2|GDPD2,4972510at2759,ENSG00000125772.14|ENSG00000125772.14
AT5G41150,ATRAD1|RAD1|UVH1,2741761at2759,
AT5G41170,RFL24,273723at2759,
AT5G41210,ATGSTT1|GST10|GSTT1,760798at2759,
AT5G41240,ATGSTT2|GST10B|GSTT2,760798at2759,
AT5G41260,BSK8,590539at2759,
AT5G41330,,676699at2759,
AT5G41350,,4940258at2759,
AT5G41370,ATXPB1|XPB1,524499at2759,ENSG00000163161.14|ENSG00000163161.14
AT5G41390,,228257at2759,
AT5G41520,eS10y|RPS10B,2654958at2759,ENSG00000124614.17|ENSG00000124614.17
AT5G41560,DDA1,4815789at2759,
AT5G41580,PIAL2,626553at2759,
AT5G41590,,637706at2759,
AT5G41600,BTI3|RTNLB4,635367at2759,
AT5G41610,ATCHX18|CHX18,755348at2759,
AT5G41685,,662045at2759,
AT5G41760,,788242at2759,ENSG00000164414.19|ENSG00000117620.15;ENSG00000283761.1|ENSG00000102100.16|ENSG00000117620.15|ENSG00000117620.15|ENSG00000164414.19|ENSG00000102100.16
AT5G41800,,785990at2759,
AT5G41850,,14218at2759,ENSG00000151287.17|ENSG00000151287.17
AT5G42000,AtORM2|ORM2,4839657at2759,ENSG00000123353.10|ENSG00000172057.10|ENSG00000128699.14|ENSG00000123353.10|ENSG00000172057.10
AT5G42010,,304789at2759,
AT5G42020,BIP|BIP2,5013265at2759,
AT5G42053,,356567at2759,
AT5G42060,,340670at2759,
AT5G42080,ADL1|ADL1A|AG68|DL1|DRP1A|RSW9,605312at2759,
AT5G42100,ATBG_PPAP|BG_PPAP,489515at2759,
AT5G42110,,190065at2759,
AT5G42190,ASK2|SKP1B,4805348at2759,
AT5G42210,,660969at2759,
AT5G42223,,348000at2759,
AT5G42235,,288330at2759,
AT5G42300,UBL5|UBL5b,4316099at2759,ENSG00000134186.12|ENSG00000198258.11|ENSG00000134186.12|ENSG00000198258.11
AT5G42410,SAUR43,255878at2759,
AT5G42420,URGT3,516269at2759,ENSG00000175782.11|ENSG00000175782.11
AT5G42440,,30736at2759,
AT5G42470,,758359at2759,
AT5G42530,,351030at2759,
AT5G42540,AtXRN2|XRN2,640992at2759,ENSG00000088930.8
AT5G42560,,3417912at2759,
AT5G42570,,55631at2759,
AT5G42580,CYP705A12,286444at2759,
AT5G42620,,5017335at2759,ENSG00000185621.11|ENSG00000185621.11
AT5G42660,,628271at2759,
AT5G42740,cPGI,5012977at2759,ENSG00000105220.17;ENSG00000282019.1|ENSG00000105220.17
AT5G42750,BKI1,520403at2759,
AT5G42765,,679686at2759,
AT5G42785,,100682at2759,
AT5G42790,ARS5|ATPSM30|PAF1,4971251at2759,ENSG00000106588.12;ENSG00000256646;ENSG00000256646.8|ENSG00000129084.18|ENSG00000143106.13|ENSG00000101182.15|ENSG00000041357.16|ENSG00000154611.15|ENSG00000143106.13|ENSG00000106588.12;ENSG00000256646|ENSG00000129084.18|ENSG00000041357.16|ENSG00000154611.15|ENSG00000101182.15
AT5G42820,AtC3H60|ATU2AF35B|U2AF35B,4822122at2759,ENSG00000160201.12|ENSG00000161265.15|ENSG00000160201.12
AT5G42890,ATSCP2|SCP2,5014449at2759,
AT5G42900,COR27,165630at2759,
AT5G42970,ATS4|COP14|COP8|CSN4|EMB134|FUS4|FUS8,5013042at2759,ENSG00000138663.9|ENSG00000138663.9
AT5G42980,ATH3|ATTRX3|ATTRXH3|TRX3|TRXH3,4804397at2759,
AT5G42990,UBC18,4999139at2759,ENSG00000104343.21|ENSG00000104343.21
AT5G43010,RPT4A,4993664at2759,ENSG00000100519.12|ENSG00000087191.14|ENSG00000013275.8;ENSG00000281221.3|ENSG00000100519.12|ENSG00000087191.14|ENSG00000013275.8;ENSG00000281221.3
AT5G43250,NF-YC13,805348at2759,
AT5G43260,,5000983at2759,
AT5G43270,SPL2,654560at2759,
AT5G43280,ATDCI1|DCI1,2647282at2759,ENSG00000104823.9;ENSG00000282853.2|ENSG00000104823.9;ENSG00000282853.2
AT5G43350,ATPT1|PHT1;1|PT1,4820964at2759,
AT5G43370,APT1|PHT1;2|PHT2,4820964at2759,
AT5G43520,,509157at2759,
AT5G43600,ATAAH-2|UAH,4814843at2759,
AT5G43680,AtmtTatB|mtTatB,545049at2759,
AT5G43700,ATAUX2-11|IAA4,613289at2759,
AT5G43740,,326025at2759,
AT5G43745,PEC2,532836at2759,
AT5G43750,NDH18|PnsB5,718791at2759,
AT5G43760,KCS20,139695at2759,
AT5G43810,AGO10|PNH|ZLL,3402248at2759,
AT5G43820,,621697at2759,
AT5G43830,,788483at2759,
AT5G43890,SUPER1|YUC5,705275at2759,
AT5G43900,ATMYA2|MYA2|XI-2|XI-6,605928at2759,
AT5G43910,,2156420at2759,ENSG00000138030.14|ENSG00000138030.14
AT5G43940,ADH2|ATGSNOR1|GSNOR|HOT5|PAR2,529689at2759,
AT5G43970,ATTOM22-V|TOM22-V|TOM9-2,809635at2759,
AT5G44020,,300015at2759,
AT5G44070,ARA8|ATPCS1|CAD1|PCS1,766189at2759,
AT5G44100,ckl7,321389at2759,
AT5G44170,,603208at2759,
AT5G44190,ATGLK2|GLK2|GPRI2,689341at2759,
AT5G44320,,5013400at2759,ENSG00000100353.18|ENSG00000100353.18
AT5G44340,TUB4,782766at2759,
AT5G44370,PHT4;6,790441at2759,
AT5G44380,AtBBE24,284121at2759,
AT5G44400,AtBBE26,284121at2759,
AT5G44460,CML43,448798at2759,
AT5G44520,,755698at2759,
AT5G44560,VPS2.2,4838174at2759,ENSG00000130724;ENSG00000130724.10|ENSG00000130724.10
AT5G44650,AtCEST|CEST|Y3IP1,680756at2759,
AT5G44660,,339577at2759,
AT5G44670,GALS2,605993at2759,
AT5G44680,,634877at2759,
AT5G44730,,5018211at2759,ENSG00000119431.10|ENSG00000119431.10
AT5G44740,POLH,1547149at2759,ENSG00000170734.12|ENSG00000170734.12
AT5G44820,,475462at2759,
AT5G44860,,690630at2759,
AT5G44870,LAZ5|TTR1,332268at2759,
AT5G44900,,287344at2759,
AT5G45040,CYTC6A,280699at2759,
AT5G45110,ATNPR3|NPR3,289695at2759,
AT5G45130,ATRAB-F2A|ATRAB5A|ATRABF2A|RAB-F2A|RAB5A|RABF2A|RHA1,794814at2759,ENSG00000169213.7|ENSG00000188060.8|ENSG00000139998.16|ENSG00000103769.10|ENSG00000166128.13|ENSG00000069974.17|ENSG00000104388.15|ENSG00000111540.16|ENSG00000129472.15|ENSG00000108774.15|ENSG00000119396.12|ENSG00000099246.18|ENSG00000132698.15|ENSG00000143545.10|ENSG00000124209.4|ENSG00000179331.3|ENSG00000111737.12|ENSG00000084733.11|ENSG00000206418.5|ENSG00000168461.13|ENSG00000137502.10|ENSG00000144566.11|ENSG00000174903.16|ENSG00000152932.8|ENSG00000041353.10|ENSG00000168118.12|ENSG00000138069.18|ENSG00000172794.20|ENSG00000167964.13|ENSG00000146955.11|ENSG00000169228.14|ENSG00000105514.8|ENSG00000167578.18|ENSG00000105649.10|ENSG00000167461.12|ENSG00000172780.17|ENSG00000155961.5|ENSG00000185236.12|ENSG00000132698.15|ENSG00000188060.8|ENSG00000169213.7|ENSG00000143545.10|ENSG00000168118.12|ENSG00000138069.18|ENSG00000084733.11|ENSG00000144566.11|ENSG00000169228.14|ENSG00000152932.8|ENSG00000146955.11|ENSG00000104388.15|ENSG00000119396.12|ENSG00000099246.18|ENSG00000174903.16|ENSG00000137502.10|ENSG00000179331.3|ENSG00000111737.12|ENSG00000139998.16|ENSG00000129472.15|ENSG00000069974.17|ENSG00000103769.10|ENSG00000166128.13|ENSG00000167964.13|ENSG00000172794.20|ENSG00000108774.15|ENSG00000041353.10|ENSG00000168461.13|ENSG00000206418.5|ENSG00000105514.8|ENSG00000185236.12|ENSG00000167461.12|ENSG00000105649.10|ENSG00000167578.18|ENSG00000124209.4|ENSG00000155961.5
AT5G45140,NRPC2,4971508at2759,ENSG00000047315.17|ENSG00000013503.10|ENSG00000125630.16|ENSG00000125630.16|ENSG00000047315.17|ENSG00000013503.10
AT5G45290,,76586at2759,
AT5G45300,BAM8|BMY2,5004521at2759,
AT5G45320,,665851at2759,
AT5G45380,ATDUR3|DUR3,4837769at2759,
AT5G45550,MOB1-like|MOB1A,5000211at2759,ENSG00000142961;ENSG00000142961.16|ENSG00000182208.15|ENSG00000120162.10|ENSG00000114978.18|ENSG00000173542.9|ENSG00000172081.14|ENSG00000142961;ENSG00000142961.16|ENSG00000173542.9|ENSG00000120162.10|ENSG00000182208.15|ENSG00000172081.14
AT5G45600,GAS41|TAF14B|YAF9a,5000337at2759,ENSG00000127337.7|ENSG00000127337.7
AT5G45630,,318891at2759,
AT5G45660,,678842at2759,
AT5G45740,,2678129at2759,ENSG00000168246.6|ENSG00000141034.10|ENSG00000165886.5|ENSG00000168246.6|ENSG00000165886.5|ENSG00000141034.10
AT5G45750,AtRABA1c|RABA1c,35153at2759,
AT5G45780,CIK4,630255at2759,
AT5G45800,MEE62,223858at2759,
AT5G45870,PYL12|RCAR6,605010at2759,
AT5G45890,AtSAG12|SAG12,411499at2759,
AT5G45920,GGL28,760392at2759,
AT5G45930,CHL|CHLI-2|CHLI2,4836117at2759,
AT5G45970,ARAC2|ATRAC2|ATROP7|RAC2|ROP7,158179at2759,
AT5G46020,MUSE7,691412at2759,ENSG00000106244.13|ENSG00000106244.13
AT5G46030,,5000522at2759,ENSG00000130165.10;ENSG00000130165.11|ENSG00000130165.11
AT5G46050,AtNPF5.2|ATPTR3|NPF5.2|PTR3,627237at2759,ENSG00000110446.12|ENSG00000139370.12|ENSG00000110446.12
AT5G46070,GBPL3,365051at2759,
AT5G46110,APE2|TPT,801701at2759,
AT5G46150,,5013833at2759,ENSG00000182107.7|ENSG00000112697.17|ENSG00000112697.17|ENSG00000182107.7
AT5G46170,,617104at2759,
AT5G46210,ATCUL4|CUL4,538198at2759,ENSG00000036257.14|ENSG00000139842.15|ENSG00000108094.17|ENSG00000166266.14|ENSG00000055130.18|ENSG00000158290.19|ENSG00000055130.18|ENSG00000108094.17|ENSG00000166266.14|ENSG00000139842.15|ENSG00000158290.19
AT5G46230,SVB3,167653at2759,
AT5G46280,MCM3,4834690at2759,
AT5G46290,KAS1|KASI,2527372at2759,ENSG00000151093.8|ENSG00000151093.8
AT5G46295,,338833at2759,
AT5G46350,ATWRKY8|WRKY8,319319at2759,
AT5G46360,ATKCO3|KCO3,4564369at2759,ENSG00000164626.9|ENSG00000164626.9
AT5G46370,ATKCO2|ATTPK2|KCO2|TPK2,4564369at2759,ENSG00000164626.9|ENSG00000164626.9
AT5G46430,eL32y,4933199at2759,ENSG00000144713.13|ENSG00000144713.13
AT5G46440,,348476at2759,
AT5G46530,,542198at2759,
AT5G46550,,665892at2759,
AT5G46560,MAN1,380951at2759,
AT5G46570,BSK2,590539at2759,
AT5G46580,SOT1,33155at2759,
AT5G46590,anac096|NAC096,277223at2759,
AT5G46600,,315640at2759,
